cf_index,cf_score,cf_target_market,cf_serving_size,cf_sugar_result,cf_fiber_result,cf_sodium_result,cf_sugar_per_serving,cf_fiber_per_serving,cf_sodium_per_serving,cf_calories_per_serving,has_white_bg,has_character,has_downward_gaze,greyscale_peak,b_mean,g_mean,r_mean,b_sd,g_sd,r_sd,most_frequent_colour,most_frequent_colour_count,most_dominant_colour,url,cover_image_url,fn,fn_cropped,company
213,26,Child,30,37%,0%,633,11,0,190,120,0,1,1,185,60.69,95.85,138.25,59.01,67.03,63.27,#ffffff,12446,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=213,http://cerealfacts.org/media/cereal_images/PostPebblesCocoa.jpg,img_213_postpebblescocoa.jpg,img_213_postpebblescocoa_cropped.png,Post
214,26,Child,30,37%,0%,633,11,0,190,120,0,1,1,217,80.96,108.8,179.77,65.06,81.6,72.56,#cc1c29,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=214,http://cerealfacts.org/media/cereal_images/PostPebblesFruity.jpg,img_214_postpebblesfruity.jpg,img_214_postpebblesfruity_cropped.png,Post
215,50,Child,27,30%,7%,296,8,2,80,110,0,1,1,254,77.54,122.14,186.8,76.24,67.76,61.91,#e53915,177,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=215,http://cerealfacts.org/media/cereal_images/PostPebblesBouldersChocolatePeanutButter.jpg,img_215_postpebblesboulderschocolatepeanutbutter.jpg,img_215_postpebblesboulderschocolatepeanutbutter_cropped.png,Post
216,28,Child,27,37%,0%,667,10,0,180,110,0,1,1,208,120.72,145.13,132.72,85.15,69.29,106.24,#ffe001,249,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=216,http://cerealfacts.org/media/cereal_images/PostPebblesMarshmallow.jpg,img_216_postpebblesmarshmallow.jpg,img_216_postpebblesmarshmallow_cropped.png,Post
217,50,Family,59,32%,14%,424,19,8,250,190,0,0,0,64,115.51,92.85,117.38,70.95,81.13,76.84,#602368,221,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=217,http://cerealfacts.org/media/cereal_images/PostRaisinBran.jpg,img_217_postraisinbran.jpg,img_217_postraisinbran_cropped.png,Post
218,48,Adult,55,29%,4%,382,16,2,210,220,0,0,0,68,114.05,138.93,146.02,64.06,69.72,97.57,#fffce9,256,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=218,http://cerealfacts.org/media/cereal_images/PostSelectsBlueberryMorning.jpg,img_218_postselectsblueberrymorning.jpg,img_218_postselectsblueberrymorning_cropped.png,Post
219,56,Adult,52,23%,8%,240,12,4,125,210,1,0,0,237,131.03,174.12,218.77,85.69,61.99,35.22,#efeeea,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=219,http://cerealfacts.org/media/cereal_images/PostSelectsMaplePecanCrunch.jpg,img_219_postselectsmaplepecancrunch.jpg,img_219_postselectsmaplepecancrunch_cropped.png,Post
220,58,Adult,48,25%,10%,219,12,5,105,180,0,0,0,82,102.02,126.8,199.01,72.52,83.79,53.19,#ffffff,536,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=220,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsCranberryAlmondCrunch.jpg,img_220_postselectsgreatgrainscranberryalmondcrunch.jpg,img_220_postselectsgreatgrainscranberryalmondcrunch_cropped.png,Post
221,58,Adult,52,15%,10%,288,8,5,150,210,1,0,0,234,128.92,148.89,183.68,82.87,79.47,61.18,#e7e9e8,229,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=221,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsCrunchyPecans.jpg,img_221_postselectsgreatgrainscrunchypecans.jpg,img_221_postselectsgreatgrainscrunchypecans_cropped.png,Post
222,58,Adult,55,24%,9%,245,13,5,135,210,0,0,0,32,96.59,125.83,186.07,75.68,83.3,66.62,#f0f9fe,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=222,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsRaisinDatePecan.jpg,img_222_postselectsgreatgrainsraisindatepecan.jpg,img_222_postselectsgreatgrainsraisindatepecan_cropped.png,Post
223,56,Adult,59,19%,12%,237,11,7,140,240,1,0,0,207,91.4,149.84,186.75,91.27,61.5,46.44,#c7bdb3,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=223,http://cerealfacts.org/media/cereal_images/PostSelectsGreatGrainsBananaNutCrunch.jpg,img_223_postselectsgreatgrainsbanananutcrunch.jpg,img_223_postselectsgreatgrainsbanananutcrunch_cropped.png,Post
224,82,Adult,47,0%,13%,0,0,6,0,160,0,0,0,90,68.59,74.54,207.39,61.78,70.96,32.08,#c0272a,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=224,http://cerealfacts.org/media/cereal_images/PostShreddedWheatOriginal.jpg,img_224_postshreddedwheatoriginal.jpg,img_224_postshreddedwheatoriginal_cropped.png,Post
225,72,Adult,59,20%,10%,102,12,6,60,220,0,0,0,180,73.97,140.46,228.3,59.24,49.16,34.79,#f89831,512,orange,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=225,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeHoneyNut.jpg,img_225_postshreddedwheatspoonsizehoneynut.jpg,img_225_postshreddedwheatspoonsizehoneynut_cropped.png,Post
226,82,Adult,49,0%,12%,0,0,6,0,170,0,0,0,90,71.68,78.58,209.81,61.65,70.87,32.44,#c0272a,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=226,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeOriginal.jpg,img_226_postshreddedwheatspoonsizeoriginal.jpg,img_226_postshreddedwheatspoonsizeoriginal_cropped.png,Post
227,82,Adult,59,0%,15%,0,0,9,0,200,0,0,0,64,71.67,91.34,147.99,63.59,65.5,51.93,#602f28,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=227,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeWheatNBran.jpg,img_227_postshreddedwheatspoonsizewheatnbran.jpg,img_227_postshreddedwheatspoonsizewheatnbran_cropped.png,Post
228,74,Adult,56,21%,11%,0,12,6,0,200,0,0,0,253,202.53,189.91,156.59,51.75,47.23,75.82,#ddeff9,204,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=228,http://cerealfacts.org/media/cereal_images/PostShreddedWheatSpoonSizeLightlyFrosted.jpg,img_228_postshreddedwheatspoonsizelightlyfrosted.jpg,img_228_postshreddedwheatspoonsizelightlyfrosted_cropped.png,Post
229,44,Family,30,40%,3%,383,12,1,115,120,0,1,1,173,49.83,125.53,194.77,70.68,63.32,67.28,#efad01,226,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=229,http://cerealfacts.org/media/cereal_images/PostWaffleCrisp.jpg,img_229_postwafflecrisp.jpg,img_229_postwafflecrisp_cropped.png,Post
230,56,Adult,55,27%,5%,127,15,3,70,240,0,0,0,168,104.91,107.77,127.53,56.92,50.66,42.55,#a1aab1,692,violet,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=230,http://cerealfacts.org/media/cereal_images/PeaceFrenchVanillaGranola.jpg,img_230_peacefrenchvanillagranola.jpg,img_230_peacefrenchvanillagranola_cropped.png,Peace Cereal
231,58,Adult,55,18%,7%,218,10,4,120,240,1,0,0,203,136.46,151.87,171.22,84.38,68.44,39.13,#ffffff,107767,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=231,http://cerealfacts.org/media/cereal_images/PeaceGoldenHoneyGranola.jpg,img_231_peacegoldenhoneygranola.jpg,img_231_peacegoldenhoneygranola_cropped.png,Peace Cereal
232,46,Adult,55,18%,4%,600,10,2,330,230,1,0,0,207,129.17,150.1,179.42,88.13,69.09,34.03,#cdd0d5,142,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=232,http://cerealfacts.org/media/cereal_images/PeaceMangoPassion.jpg,img_232_peacemangopassion.jpg,img_232_peacemangopassion_cropped.png,Peace Cereal
233,54,Adult,55,20%,5%,400,11,3,220,240,1,0,0,246,151.77,176.16,203.64,89.17,72.61,47.21,#dbf1fc,195,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=233,http://cerealfacts.org/media/cereal_images/PeaceMaplePecan.jpg,img_233_peacemaplepecan.jpg,img_233_peacemaplepecan_cropped.png,Peace Cereal
234,54,Adult,55,22%,5%,418,12,3,230,230,1,0,0,238,139.26,167.18,208.36,90.78,72.03,34.61,#def5fb,76,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=234,http://cerealfacts.org/media/cereal_images/PeaceRasberryGinger.jpg,img_234_peacerasberryginger.jpg,img_234_peacerasberryginger_cropped.png,Peace Cereal
235,54,Adult,55,20%,5%,382,11,3,210,240,1,0,0,236,170.86,184.35,209.73,80.16,63.54,36.96,#ffffff,46577,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=235,http://cerealfacts.org/media/cereal_images/PeaceVanillaAlmond.jpg,img_235_peacevanillaalmond.jpg,img_235_peacevanillaalmond_cropped.png,Peace Cereal
236,56,Adult,55,13%,5%,600,7,3,330,220,1,0,0,230,128.33,159.57,207.61,101.82,83.73,40.41,#e80000,236,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=236,http://cerealfacts.org/media/cereal_images/PeaceWildBerryCrisp.jpg,img_236_peacewildberrycrisp.jpg,img_236_peacewildberrycrisp_cropped.png,Peace Cereal
237,58,Adult,55,24%,5%,136,13,3,75,240,1,0,0,246,164.12,178.41,205.49,82.83,71.54,42.0,#e0f2fc,208,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=237,http://cerealfacts.org/media/cereal_images/PeaceCherryAlmond.jpg,img_237_peacecherryalmond.jpg,img_237_peacecherryalmond_cropped.png,Peace Cereal
238,70,Adult,55,16%,15%,309,9,8,170,190,1,0,0,99,149.18,168.93,200.98,90.32,77.57,50.5,#ecf9ff,512,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=238,http://cerealfacts.org/media/cereal_images/PeaceHeartyRaisinBran.jpg,img_238_peaceheartyraisinbran.jpg,img_238_peaceheartyraisinbran_cropped.png,Peace Cereal
239,70,Adult,55,13%,9%,345,7,5,190,210,1,0,0,245,163.37,179.6,191.08,85.87,68.32,50.96,#f0b02a,123,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=239,http://cerealfacts.org/media/cereal_images/PeaceGojiBerry.jpg,img_239_peacegojiberry.jpg,img_239_peacegojiberry_cropped.png,Peace Cereal
240,70,Adult,55,25%,5%,36,14,3,20,240,1,0,0,244,158.92,171.4,200.7,83.01,73.47,47.63,#ea292e,187,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=240,http://cerealfacts.org/media/cereal_images/PeaceBlueberryPomegranate.jpg,img_240_peaceblueberrypomegranate.jpg,img_240_peaceblueberrypomegranate_cropped.png,Peace Cereal
241,52,Adult,55,22%,5%,545,12,3,300,220,1,0,0,245,145.17,169.17,199.04,88.45,69.78,50.73,#e8292e,209,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=241,http://cerealfacts.org/media/cereal_images/PeaceAppleCinnamon.jpg,img_241_peaceapplecinnamon.jpg,img_241_peaceapplecinnamon_cropped.png,Peace Cereal
242,52,Adult,55,31%,9%,291,17,5,160,230,1,0,0,237,155.03,172.5,215.91,86.62,71.46,33.36,#edf6f5,237,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=242,http://cerealfacts.org/media/cereal_images/PeaceWalnutSpice.jpg,img_242_peacewalnutspice.jpg,img_242_peacewalnutspice_cropped.png,Peace Cereal
243,32,Family,27,33%,4%,741,9,1,200,110,0,1,1,98,60.13,98.84,148.27,58.45,58.99,74.58,#ffffff,24215,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=243,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchPeanutButterCrunch.jpg,img_243_quakercapncrunchpeanutbuttercrunch.jpg,img_243_quakercapncrunchpeanutbuttercrunch_cropped.png,Quaker
244,28,Family,26,42%,4%,731,11,1,190,110,0,1,1,194,93.05,145.41,173.99,74.8,67.79,76.52,#facd1c,229,orange,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=244,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchWithCrunchberries.jpg,img_244_quakercapncrunchwithcrunchberries.jpg,img_244_quakercapncrunchwithcrunchberries_cropped.png,Quaker
245,28,Family,27,44%,4%,741,12,1,200,110,0,1,1,82,115.0,124.03,177.01,70.68,72.02,70.03,#ffffff,21968,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=245,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchRegular.jpg,img_245_quakercapncrunchregular.jpg,img_245_quakercapncrunchregular_cropped.png,Quaker
246,38,Family,27,41%,4%,463,11,1,125,110,0,1,1,254,72.82,109.69,139.39,69.11,69.74,63.31,#fffffd,486,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=246,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchChocolateCrunch.jpg,img_246_quakercapncrunchchocolatecrunch.jpg,img_246_quakercapncrunchchocolatecrunch_cropped.png,Quaker
247,30,Family,32,47%,3%,656,15,1,210,130,0,1,1,221,122.99,129.26,122.84,70.76,73.43,79.21,#ffffff,2783,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=247,http://cerealfacts.org/media/cereal_images/QuakerCapNCrunchOopsAllBerries.jpg,img_247_quakercapncrunchoopsallberries.jpg,img_247_quakercapncrunchoopsallberries_cropped.png,Quaker
248,52,Family,32,25%,6%,469,8,2,150,120,0,1,0,218,112.51,151.98,182.08,55.9,83.31,90.63,#ffeb95,512,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=248,http://cerealfacts.org/media/cereal_images/QuakerLifeCinnamon.jpg,img_248_quakerlifecinnamon.jpg,img_248_quakerlifecinnamon_cropped.png,Quaker
249,52,Family,32,25%,6%,469,8,2,150,120,0,1,0,45,99.27,115.88,147.19,58.25,64.07,68.13,#211716,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=249,http://cerealfacts.org/media/cereal_images/QuakerLifeMapleBrownSugar.jpg,img_249_quakerlifemaplebrownsugar.jpg,img_249_quakerlifemaplebrownsugar_cropped.png,Quaker
250,54,Family,32,19%,6%,500,6,2,160,120,1,1,0,227,159.56,170.5,174.13,83.09,67.49,66.76,#c78f14,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=250,http://cerealfacts.org/media/cereal_images/QuakerLifeRegular.jpg,img_250_quakerliferegular.jpg,img_250_quakerliferegular_cropped.png,Quaker
251,58,Adult,55,25%,9%,236,14,5,130,210,0,1,0,25,110.95,109.09,112.41,65.41,75.42,79.41,#ffffff,18980,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=251,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaLowfat.jpg,img_251_quakernaturalgranolalowfat.jpg,img_251_quakernaturalgranolalowfat_cropped.png,Quaker
252,70,Adult,51,25%,10%,59,13,5,30,210,0,1,0,255,136.43,133.39,159.71,77.63,92.43,85.95,#8f0149,256,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=252,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaOatsHoneyRaisins.jpg,img_252_quakernaturalgranolaoatshoneyraisins.jpg,img_252_quakernaturalgranolaoatshoneyraisins_cropped.png,Quaker
253,58,Adult,49,27%,10%,51,13,5,25,200,0,1,0,210,121.1,133.56,136.84,65.11,71.36,76.12,#031b63,169,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=253,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaAppleCranberryAlmond.jpg,img_253_quakernaturalgranolaapplecranberryalmond.jpg,img_253_quakernaturalgranolaapplecranberryalmond_cropped.png,Quaker
254,70,Adult,48,21%,10%,52,10,5,25,200,0,1,0,45,117.9,106.94,127.68,58.46,68.19,67.0,#341c3c,119,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=254,http://cerealfacts.org/media/cereal_images/QuakerNaturalGranolaOatsHoneyAlmonds.jpg,img_254_quakernaturalgranolaoatshoneyalmonds.jpg,img_254_quakernaturalgranolaoatshoneyalmonds_cropped.png,Quaker
255,58,Adult,57,16%,11%,368,9,6,210,210,0,1,0,83,66.18,76.16,158.47,57.41,60.69,75.17,#e4dfdb,211,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=255,http://cerealfacts.org/media/cereal_images/QuakerOatBranColdCereal.jpg,img_255_quakeroatbrancoldcereal.jpg,img_255_quakeroatbrancoldcereal_cropped.png,Quaker
256,70,Adult,56,16%,9%,339,9,5,190,210,0,1,0,64,164.55,136.89,90.92,62.61,58.52,98.7,#0093d8,249,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=256,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresBrownSugar.jpg,img_256_quakeroatmealsquaresbrownsugar.jpg,img_256_quakeroatmealsquaresbrownsugar_cropped.png,Quaker
257,70,Adult,56,16%,9%,339,9,5,190,210,0,1,0,149,97.41,126.17,178.93,58.6,61.11,85.87,#26397b,1792,orange,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=257,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresCinnamon.jpg,img_257_quakeroatmealsquarescinnamon.jpg,img_257_quakeroatmealsquarescinnamon_cropped.png,Quaker
258,70,Adult,56,16%,9%,339,9,5,190,210,0,1,0,255,91.22,121.25,167.26,65.59,61.71,74.12,#1b4482,256,brown,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=258,http://cerealfacts.org/media/cereal_images/QuakerOatmealSquaresGoldenMaple.jpg,img_258_quakeroatmealsquaresgoldenmaple.jpg,img_258_quakeroatmealsquaresgoldenmaple_cropped.png,Quaker
259,58,Family,32,19%,19%,281,6,6,90,110,1,1,0,232,158.91,175.17,203.98,90.9,73.27,47.04,#e4e3e1,148,white,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=259,http://cerealfacts.org/media/cereal_images/QuakerLifeCrunchtimeStrawberry.jpg,img_259_quakerlifecrunchtimestrawberry.jpg,img_259_quakerlifecrunchtimestrawberry_cropped.png,Quaker
260,58,Family,32,22%,19%,281,7,6,90,110,1,1,0,146,88.67,104.01,126.5,51.3,39.4,38.09,#817d7c,256,grey,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=260,http://cerealfacts.org/media/cereal_images/QuakerLifeCrunchtimeAppleCinnamon.jpg,img_260_quakerlifecrunchtimeapplecinnamon.jpg,img_260_quakerlifecrunchtimeapplecinnamon_cropped.png,Quaker
